plate	well	cell.line	drug1	drug1.conc	dip_rate	dip_fit_std_err
HTS001_DS3-2	N6	DS3	temsirolimus	3.100625e-08	0.0219098229973635	0.000496951113425841
HTS001_DS3-2	N7	DS3	temsirolimus	7.75e-09	0.020875542287989	0.000502653896662428
HTS001_DS3-2	N8	DS3	temsirolimus	1.86e-09	0.0258834692135368	0.000650567218518095
HTS001_DS3-2	N9	DS3	temsirolimus	6.23e-10	0.0246137553748793	0.000583328798175062
HTS001_DS3-2	N10	DS3	temsirolimus	1.52625e-10	0.0181992960535479	0.000542010238400165
HTS001_DS3-2	N11	DS3	temsirolimus	3.738125e-11	0.0284840399542048	0.000573020989280789
HTS001_DS3-2	N12	DS3	temsirolimus	9.34375e-12	0.0302489116726467	0.000426913421390854
HTS001_DS3-2	N13	DS3	paclitaxel	3.96875e-06	-0.00440209931577424	0.000737017709491085
HTS001_DS3-2	N14	DS3	paclitaxel	9.92125e-07	-0.00254716969516747	0.000916926351990061
HTS001_DS3-2	N15	DS3	paclitaxel	2.48e-07	-0.0100277605054711	0.00287598711515535
HTS001_DS3-2	N16	DS3	paclitaxel	6.20125e-08	0.0293644526494598	0.00070841602895032
HTS001_DS3-2	N17	DS3	paclitaxel	1.55e-08	0.00579768245145677	0.000751779007832044
HTS001_DS3-2	N18	DS3	paclitaxel	3.72e-09	0.00874352783107209	0.0012189013143907
HTS001_DS3-2	N19	DS3	paclitaxel	1.246e-09	0.0222217689034139	0.000505902085030237
HTS001_DS3-2	N20	DS3	paclitaxel	3.0525e-10	0.0123032157752032	0.000361545146821496
HTS001_DS3-2	N21	DS3	paclitaxel	7.47625e-11	0.0281939972688265	0.000703929556929775
HTS001_DS3-2	N22	DS3	paclitaxel	1.86875e-11	0.0342897640134771	0.000475394571792599
HTS001_DS3-2	N23	DS3			0.0331044807082714	0.000703470341167187
HTS001_DS3-2	O2	DS3			0.0305045620803284	0.000538076634156837
HTS001_DS3-2	O3	DS3	panobinostat	3.96875e-07	-0.00641651041937048	0.000752800368924782
HTS001_DS3-2	O4	DS3	panobinostat	9.92125e-08	0.00274354844247988	0.0011939507090858
HTS001_DS3-2	O5	DS3	panobinostat	2.48e-08	-0.0036778899367174	0.000658434069421953
HTS001_DS3-2	O6	DS3	panobinostat	6.20125e-09	0.0171762204834998	0.000476549212042027
HTS001_DS3-2	O7	DS3	panobinostat	1.55e-09	0.0245111931401463	0.000680977396069633
HTS001_DS3-2	O8	DS3	panobinostat	3.72e-10	0.0329833247664328	0.000468618607949731
HTS001_DS3-2	O9	DS3	panobinostat	1.246e-10	0.034191387189319	0.00033124043899088
HTS001_DS3-2	O10	DS3	panobinostat	3.0525e-11	0.0279836281876516	0.000428947517157014
HTS001_DS3-2	O11	DS3	panobinostat	7.47625e-12	0.0296014138690848	0.000336370408957918
HTS001_DS3-2	O12	DS3	panobinostat	1.86875e-12	0.0277071366534197	0.000418538069114539
HTS001_DS3-2	O13	DS3	bortezomib	3.96875e-06	-0.00460388345450942	0.000732480374455167
HTS001_DS3-2	O14	DS3	bortezomib	9.92125e-07	0.0110551902438316	0.00256518552807205
HTS001_DS3-2	O15	DS3	bortezomib	2.48e-07	-0.00314330049097293	0.000438038080076496
HTS001_DS3-2	O16	DS3	bortezomib	6.20125e-08	-0.0109535550144757	0.000878817858388286
HTS001_DS3-2	O17	DS3	bortezomib	1.55e-08	0.00739160418000085	0.000502109197336502
HTS001_DS3-2	O18	DS3	bortezomib	3.72e-09	0.0281807729713221	0.000404028987562848
HTS001_DS3-2	O19	DS3	bortezomib	1.246e-09	0.0341198442011845	0.000564029631111625
HTS001_DS3-2	O20	DS3	bortezomib	3.0525e-10	0.0354414848585257	0.000422786223336278
HTS001_DS3-2	O21	DS3	bortezomib	7.47625e-11	0.0337466979870476	0.000548226412311276
HTS001_DS3-2	O22	DS3	bortezomib	1.86875e-11	0.0273003884264381	0.000697333799208978
HTS001_DS3-2	O23	DS3			0.0327101579889903	0.000673840265853859
HTS001_DS7-2	B2	DS7			0.03924769928087	0.000758070610423287
HTS001_DS7-2	B3	DS7	erlotinib	3.96875e-06	0.00581456282504343	0.000343033419068581
HTS001_DS7-2	B4	DS7	erlotinib	9.92125e-07	0.00470038583902283	0.000826314467912962
HTS001_DS7-2	B5	DS7	erlotinib	2.48e-07	0.00307660923572715	0.00045574142594284
HTS001_DS7-2	B6	DS7	erlotinib	6.20125e-08	0.00445828643057537	0.000692261889828543
HTS001_DS7-2	B7	DS7	erlotinib	1.55e-08	0.0125726426927411	0.000508023731888257
HTS001_DS7-2	B8	DS7	erlotinib	3.72e-09	0.0345287837694853	0.000306340064982459
HTS001_DS7-2	B9	DS7	erlotinib	1.246e-09	0.0361987420873477	0.000485154959942825
HTS001_DS7-2	B10	DS7	erlotinib	3.0525e-10	0.0316269052287613	0.000529886847112317
HTS001_DS7-2	B11	DS7	erlotinib	7.47625e-11	0.0368357569498531	0.000465998278658845
HTS001_DS7-2	B12	DS7	erlotinib	1.86875e-11	0.03420770365561	0.000447055509595251
HTS001_DS7-2	B13	DS7	gefitinib	3.96875e-06	0.00937251754556973	0.000455165303827834
HTS001_DS7-2	B14	DS7	gefitinib	9.92125e-07	0.00474681342466697	0.000525596337828934
HTS001_DS7-2	B15	DS7	gefitinib	2.48e-07	0.00269824007152995	0.000404266700298079
HTS001_DS7-2	B16	DS7	gefitinib	6.20125e-08	0.00495094181815169	0.000647252664604969
HTS001_DS7-2	B17	DS7	gefitinib	1.55e-08	0.0139231032167094	0.000448650592575964
HTS001_DS7-2	B18	DS7	gefitinib	3.72e-09	0.0263795269751039	0.000715273169250244
HTS001_DS7-2	B19	DS7	gefitinib	1.246e-09	0.0315736398240003	0.000683112217732581
HTS001_DS7-2	B20	DS7	gefitinib	3.0525e-10	0.030931060317108	0.000803811268117428
HTS001_DS7-2	B21	DS7	gefitinib	7.47625e-11	0.0327739015846181	0.000762478196366859
HTS001_DS7-2	B22	DS7	gefitinib	1.86875e-11	0.0365308210076076	0.000468996488057393
HTS001_DS7-2	B23	DS7			0.0383199964024819	0.000954407922284063
HTS001_DS7-2	C2	DS7			0.0377968183668256	0.000442901967439923
HTS001_DS7-2	C3	DS7	osimertinib	3.96875e-06	-0.0183663528107419	0.00176782822284228
HTS001_DS7-2	C4	DS7	osimertinib	9.92125e-07	0.0071327692421001	0.000409716979629766
HTS001_DS7-2	C5	DS7	osimertinib	2.48e-07	0.00378242156753258	0.00026289905792239
HTS001_DS7-2	C6	DS7	osimertinib	6.20125e-08	0.00354352530449168	0.00067351195702097
HTS001_DS7-2	C7	DS7	osimertinib	1.55e-08	0.00677004995761739	0.000840581651267568
HTS001_DS7-2	C8	DS7	osimertinib	3.72e-09	0.0230199624842459	0.000402105674530035
HTS001_DS7-2	C9	DS7	osimertinib	1.246e-09	0.0330993810347009	0.000469635499213778
HTS001_DS7-2	C10	DS7	osimertinib	3.0525e-10	0.025649110537132	0.000591143676349331
HTS001_DS7-2	C11	DS7	osimertinib	7.47625e-11	0.0334537598507576	0.000505568736773324
HTS001_DS7-2	C12	DS7	osimertinib	1.86875e-11	0.0411624557978554	0.000514482033896073
HTS001_DS7-2	C13	DS7	rociletinib	3.96875e-06	-0.00864272087086061	0.00072480138596335
HTS001_DS7-2	C14	DS7	rociletinib	9.92125e-07	0.00385631244473519	0.000629581181902887
HTS001_DS7-2	C15	DS7	rociletinib	2.48e-07	0.0106968574152936	0.000758984482220661
HTS001_DS7-2	C16	DS7	rociletinib	6.20125e-08	0.0237491716100058	0.000507252149868294
HTS001_DS7-2	C17	DS7	rociletinib	1.55e-08	0.0310549668150927	0.000497150680281205
HTS001_DS7-2	C18	DS7	rociletinib	3.72e-09	0.0342053985172863	0.000412188733077409
HTS001_DS7-2	C19	DS7	rociletinib	1.246e-09	0.0341957835538253	0.00042757475186726
HTS001_DS7-2	C20	DS7	rociletinib	3.0525e-10	0.0338612925523223	0.000589795102567201
HTS001_DS7-2	C21	DS7	rociletinib	7.47625e-11	0.0345923450175799	0.000553286599271247
HTS001_DS7-2	C22	DS7	rociletinib	1.86875e-11	0.0374270636546132	0.000541203796156769
HTS001_DS7-2	C23	DS7			0.0395511522717913	0.00065090710226567
HTS001_DS7-2	D2	DS7			0.0401435674300282	0.00057275012331884
HTS001_DS7-2	D3	DS7	lapatinib	3.96875e-06	0.0144168332203901	0.00130758085378842
HTS001_DS7-2	D4	DS7	lapatinib	9.92125e-07	0.00740283912165233	0.000621140319484964
HTS001_DS7-2	D5	DS7	lapatinib	2.48e-07	0.033794719638996	0.00050280769817636
HTS001_DS7-2	D6	DS7	lapatinib	6.20125e-08	0.0348092860709235	0.000456941572466576
HTS001_DS7-2	D7	DS7	lapatinib	1.55e-08	0.0379041658057901	0.000478509591716293
HTS001_DS7-2	D8	DS7	lapatinib	3.72e-09	0.0409996109212765	0.000341695172240413
HTS001_DS7-2	D9	DS7	lapatinib	1.246e-09	0.0403035811222458	0.000511991312756807
HTS001_DS7-2	D10	DS7	lapatinib	3.0525e-10	0.0348123615549034	0.000478563903775877
HTS001_DS7-2	D11	DS7	lapatinib	7.47625e-11	0.0362917805891333	0.000607228535238745
HTS001_DS7-2	D12	DS7	lapatinib	1.86875e-11	0.0373706159485828	0.000368343050777215
HTS001_DS7-2	D13	DS7	afatinib	3.96875e-06	-0.0155822020464286	0.001730696060308
HTS001_DS7-2	D14	DS7	afatinib	9.92125e-07	0.00325605124168456	0.000485035102108242
HTS001_DS7-2	D15	DS7	afatinib	2.48e-07	0.00844871728764173	0.00127616123937549
HTS001_DS7-2	D16	DS7	afatinib	6.20125e-08	-0.00711921276247656	0.00168959494570882
HTS001_DS7-2	D17	DS7	afatinib	1.55e-08	0.00744128054161731	0.00139560873087059
HTS001_DS7-2	D18	DS7	afatinib	3.72e-09	0.00338028682212674	0.00048354531018996
HTS001_DS7-2	D19	DS7	afatinib	1.246e-09	0.00802994638757328	0.000339146299025193
HTS001_DS7-2	D20	DS7	afatinib	3.0525e-10	0.00539011997374055	0.000436344754256231
HTS001_DS7-2	D21	DS7	afatinib	7.47625e-11	0.0162382334026307	0.000733732273049383
HTS001_DS7-2	D22	DS7	afatinib	1.86875e-11	0.0338409887009723	0.000325557727299358
HTS001_DS7-2	D23	DS7			0.0398713783814459	0.000806865262018504
HTS001_DS7-2	E2	DS7			0.0382091511815949	0.000366877390741005
HTS001_DS7-2	E3	DS7	neratinib	3.96875e-06	0.0171758273544246	0.00110404630018529
HTS001_DS7-2	E4	DS7	neratinib	9.92125e-07	0.00739382875694389	0.00105560950703619
HTS001_DS7-2	E5	DS7	neratinib	2.48e-07	0.0162827760482234	0.000726912526817709
HTS001_DS7-2	E6	DS7	neratinib	6.20125e-08	0.0320873434182591	0.000476953104826873
HTS001_DS7-2	E7	DS7	neratinib	1.55e-08	0.0362625552117518	0.000627064379108742
HTS001_DS7-2	E8	DS7	neratinib	3.72e-09	0.0405054930676862	0.000512344974245896
HTS001_DS7-2	E9	DS7	neratinib	1.246e-09	0.0407340433832207	0.000477260032473211
HTS001_DS7-2	E10	DS7	neratinib	3.0525e-10	0.0390425832189435	0.000414911077390518
HTS001_DS7-2	E11	DS7	neratinib	7.47625e-11	0.0409039680766627	0.000453599923350799
HTS001_DS7-2	E12	DS7	neratinib	1.86875e-11	0.0325494198490926	0.000350141003546331
HTS001_DS7-2	E13	DS7	trametinib	3.96875e-07	0.0123790979988744	0.00131192737347079
HTS001_DS7-2	E14	DS7	trametinib	9.92125e-08	-0.00347484818386108	0.000475254448805606
HTS001_DS7-2	E15	DS7	trametinib	2.48e-08	0.0215656169540102	0.000865712741537344
HTS001_DS7-2	E16	DS7	trametinib	6.20125e-09	0.0314702402106624	0.000615953169586694
HTS001_DS7-2	E17	DS7	trametinib	1.55e-09	0.0334064656191839	0.000485038401067876
HTS001_DS7-2	E18	DS7	trametinib	3.72e-10	0.0324324207746026	0.000522708465006422
HTS001_DS7-2	E19	DS7	trametinib	1.246e-10	0.0407834469253637	0.000479696030344602
HTS001_DS7-2	E20	DS7	trametinib	3.0525e-11	0.0331475799880365	0.000539440635523482
HTS001_DS7-2	E21	DS7	trametinib	7.47625e-12	0.0340874338921365	0.000368293205345737
HTS001_DS7-2	E22	DS7	trametinib	1.86875e-12	0.0337429627870742	0.000441659799484518
HTS001_DS7-2	E23	DS7			0.0398266059942724	0.00088349741039989
HTS001_DS7-2	F2	DS7			0.0398036565838935	0.00065825794905919
HTS001_DS7-2	F3	DS7	seliciclib	3.96875e-06	0.040571895028102	0.000460985161529515
HTS001_DS7-2	F4	DS7	seliciclib	9.92125e-07	0.0391053022693178	0.000503010139072745
HTS001_DS7-2	F5	DS7	seliciclib	2.48e-07	0.036235629042342	0.00034953555804079
HTS001_DS7-2	F6	DS7	seliciclib	6.20125e-08	0.0358213660769543	0.000323522022382105
HTS001_DS7-2	F7	DS7	seliciclib	1.55e-08	0.0356287941308687	0.000422645937665588
HTS001_DS7-2	F8	DS7	seliciclib	3.72e-09	0.0346575673672382	0.000356043629476342
HTS001_DS7-2	F9	DS7	seliciclib	1.246e-09	0.0404060882290967	0.000485326343368996
HTS001_DS7-2	F10	DS7	seliciclib	3.0525e-10	0.0346503765740845	0.000372187297403277
HTS001_DS7-2	F11	DS7	seliciclib	7.47625e-11	0.0345968725945194	0.000409102141820771
HTS001_DS7-2	F12	DS7	seliciclib	1.86875e-11	0.0355916468789774	0.000414940177542973
HTS001_DS7-2	F13	DS7	dactolisib	3.96875e-06	0.0112001897971412	0.000418129040994719
HTS001_DS7-2	F14	DS7	dactolisib	9.92125e-07	0.0163672568310604	0.000596391986555563
HTS001_DS7-2	F15	DS7	dactolisib	2.48e-07	0.0263227498723465	0.000630213461350905
HTS001_DS7-2	F16	DS7	dactolisib	6.20125e-08	0.0341543056554415	0.000628662869377097
HTS001_DS7-2	F17	DS7	dactolisib	1.55e-08	0.0337516445281474	0.000352925322692266
HTS001_DS7-2	F18	DS7	dactolisib	3.72e-09	0.0353410447376129	0.000376202773693374
HTS001_DS7-2	F19	DS7	dactolisib	1.246e-09	0.0341493568193658	0.000470253065184732
HTS001_DS7-2	F20	DS7	dactolisib	3.0525e-10	0.0341413198274027	0.000382789189830121
HTS001_DS7-2	F21	DS7	dactolisib	7.47625e-11	0.0348217664898269	0.00042106837090758
HTS001_DS7-2	F22	DS7	dactolisib	1.86875e-11	0.0367362148610642	0.000384703313166183
HTS001_DS7-2	F23	DS7			0.0381163643197267	0.000628013859469048
HTS001_DS7-2	G2	DS7			0.0392905107636121	0.00056717517886456
HTS001_DS7-2	G3	DS7	temsirolimus	1.984375e-06	0.0271255747755594	0.000521397173553874
HTS001_DS7-2	G4	DS7	temsirolimus	4.960625e-07	0.0241477996488764	0.000521015493116847
HTS001_DS7-2	G5	DS7	temsirolimus	1.24e-07	0.0227681533225971	0.000647824848699021
HTS001_DS7-2	G6	DS7	temsirolimus	3.100625e-08	0.0237905187686511	0.000427227081184106
HTS001_DS7-2	G7	DS7	temsirolimus	7.75e-09	0.025161403095718	0.0005716786498341
HTS001_DS7-2	G8	DS7	temsirolimus	1.86e-09	0.0280207827055768	0.000477907380062339
HTS001_DS7-2	G9	DS7	temsirolimus	6.23e-10	0.026875432718446	0.000436956504912478
HTS001_DS7-2	G10	DS7	temsirolimus	1.52625e-10	0.0275979965859857	0.000803218789491226
HTS001_DS7-2	G11	DS7	temsirolimus	3.738125e-11	0.0360919571490557	0.000734961601554837
HTS001_DS7-2	G12	DS7	temsirolimus	9.34375e-12	0.035267249386675	0.000478466179959325
HTS001_DS7-2	G13	DS7	paclitaxel	3.96875e-06	0.0201196369361386	0.00737022374324876
HTS001_DS7-2	G14	DS7	paclitaxel	9.92125e-07	-0.00571749093970441	0.000677612393098567
HTS001_DS7-2	G15	DS7	paclitaxel	2.48e-07	-0.00330516288289828	0.000528055890132083
HTS001_DS7-2	G16	DS7	paclitaxel	6.20125e-08	0.0388714523968944	0.000532572496083485
HTS001_DS7-2	G17	DS7	paclitaxel	1.55e-08	-0.00852563862687358	0.00113288336602688
HTS001_DS7-2	G18	DS7	paclitaxel	3.72e-09	0.00828262530768765	0.00126283458617382
HTS001_DS7-2	G19	DS7	paclitaxel	1.246e-09	0.0178920770414278	0.000513510785359384
HTS001_DS7-2	G20	DS7	paclitaxel	3.0525e-10	-0.00634941255352102	0.00115241288527006
HTS001_DS7-2	G21	DS7	paclitaxel	7.47625e-11	0.0370653373902385	0.000513018005989097
HTS001_DS7-2	G22	DS7	paclitaxel	1.86875e-11	0.0341358751447522	0.000307470222432092
HTS001_DS7-2	G23	DS7			0.0391359362315485	0.000689653684841138
HTS001_DS7-2	H2	DS7			0.0390615190288645	0.000766174422089948
HTS001_DS7-2	H3	DS7	panobinostat	3.96875e-07	-0.0139979725139582	0.00121512390896045
HTS001_DS7-2	H4	DS7	panobinostat	9.92125e-08	-0.0101058317166757	0.00117286239498935
HTS001_DS7-2	H5	DS7	panobinostat	2.48e-08	-0.004725479518741	0.000594541875929444
HTS001_DS7-2	H6	DS7	panobinostat	6.20125e-09	0.0237684873856866	0.000491429994142412
HTS001_DS7-2	H7	DS7	panobinostat	1.55e-09	0.0318555677049517	0.000749510365358642
HTS001_DS7-2	H8	DS7	panobinostat	3.72e-10	0.0373853345955426	0.00045916633500452
HTS001_DS7-2	H9	DS7	panobinostat	1.246e-10	0.0359552826002539	0.00045124095323558
HTS001_DS7-2	H10	DS7	panobinostat	3.0525e-11	0.0354627294314641	0.00042648916214298
HTS001_DS7-2	H11	DS7	panobinostat	7.47625e-12	0.0350151017652841	0.000432449779859351
HTS001_DS7-2	H12	DS7	panobinostat	1.86875e-12	0.0350906556782559	0.000424976507027963
HTS001_DS7-2	H13	DS7	bortezomib	3.96875e-06	-0.00754351346422037	0.000795483374109543
HTS001_DS7-2	H14	DS7	bortezomib	9.92125e-07	-0.0121937744590039	0.00121953541171999
HTS001_DS7-2	H15	DS7	bortezomib	2.48e-07	-0.0181433057779148	0.00167841023316402
HTS001_DS7-2	H16	DS7	bortezomib	6.20125e-08	-0.00916738392147328	0.00112432668682508
HTS001_DS7-2	H17	DS7	bortezomib	1.55e-08	0.0122998773455157	0.00453172407099546
HTS001_DS7-2	H18	DS7	bortezomib	3.72e-09	0.0352273957194694	0.000461324009673728
HTS001_DS7-2	H19	DS7	bortezomib	1.246e-09	0.0363798422700429	0.0003847613360955
HTS001_DS7-2	H20	DS7	bortezomib	3.0525e-10	0.0347245717340977	0.000331393302064464
HTS001_DS7-2	H21	DS7	bortezomib	7.47625e-11	0.039109979272664	0.000564322619969342
HTS001_DS7-2	H22	DS7	bortezomib	1.86875e-11	0.0347012421074567	0.000330937314184346
HTS001_DS7-2	H23	DS7			0.0391467612079846	0.000725117348435591
HTS001_DS7-2	I2	DS7			0.0363847376207285	0.000479743069500708
HTS001_DS7-2	I3	DS7	erlotinib	3.96875e-06	0.00716838772121938	0.000521341216357048
HTS001_DS7-2	I4	DS7	erlotinib	9.92125e-07	0.00828910821085786	0.00133029237027134
HTS001_DS7-2	I5	DS7	erlotinib	2.48e-07	0.0065052516448213	0.000581812889992647
HTS001_DS7-2	I6	DS7	erlotinib	6.20125e-08	0.00498624117913971	0.00069171138332186
HTS001_DS7-2	I7	DS7	erlotinib	1.55e-08	0.0209598134956574	0.000626217295280127
HTS001_DS7-2	I8	DS7	erlotinib	3.72e-09	0.0322520170778266	0.000341650965774545
HTS001_DS7-2	I9	DS7	erlotinib	1.246e-09	0.0390905919415643	0.000440762265950299
HTS001_DS7-2	I10	DS7	erlotinib	3.0525e-10	0.0377914608261981	0.000534031228841228
HTS001_DS7-2	I11	DS7	erlotinib	7.47625e-11	0.0386141651689196	0.000440876948979079
HTS001_DS7-2	I12	DS7	erlotinib	1.86875e-11	0.0390780901374285	0.000429637255820304
HTS001_DS7-2	I13	DS7	gefitinib	3.96875e-06	0.00782751515339818	0.000329466160170471
HTS001_DS7-2	I14	DS7	gefitinib	9.92125e-07	0.00477322620842536	0.000492265333192816
HTS001_DS7-2	I15	DS7	gefitinib	2.48e-07	0.00449978423538071	0.000411097768290753
HTS001_DS7-2	I16	DS7	gefitinib	6.20125e-08	0.00686137894688705	0.000744505480981554
HTS001_DS7-2	I17	DS7	gefitinib	1.55e-08	0.0164777303719083	0.000481802842279924
HTS001_DS7-2	I18	DS7	gefitinib	3.72e-09	0.02698288250847	0.000835818572829636
HTS001_DS7-2	I19	DS7	gefitinib	1.246e-09	0.0329003434083201	0.000708293483097243
HTS001_DS7-2	I20	DS7	gefitinib	3.0525e-10	0.0295832961694114	0.000819853518497405
HTS001_DS7-2	I21	DS7	gefitinib	7.47625e-11	0.0301716886172851	0.000638755429295248
HTS001_DS7-2	I22	DS7	gefitinib	1.86875e-11	0.0330104879875386	0.000499762700809784
HTS001_DS7-2	I23	DS7			0.0399296517656385	0.000615623765036762
HTS001_DS7-2	J2	DS7			0.0395472200695301	0.000637530473144221
HTS001_DS7-2	J3	DS7	osimertinib	3.96875e-06	-0.00923531912521888	0.000751755227159854
HTS001_DS7-2	J4	DS7	osimertinib	9.92125e-07	0.00653687519650012	0.000529694361431761
HTS001_DS7-2	J5	DS7	osimertinib	2.48e-07	0.00569611918269179	0.000693586585165447
HTS001_DS7-2	J6	DS7	osimertinib	6.20125e-08	0.00431620572334571	0.00065361584164223
HTS001_DS7-2	J7	DS7	osimertinib	1.55e-08	0.00699607139366418	0.000757041246006891
HTS001_DS7-2	J8	DS7	osimertinib	3.72e-09	0.0224252152496848	0.000417506121691636
HTS001_DS7-2	J9	DS7	osimertinib	1.246e-09	0.0319125419602872	0.000426079808481081
HTS001_DS7-2	J10	DS7	osimertinib	3.0525e-10	0.0265542684364098	0.000391926320445854
HTS001_DS7-2	J11	DS7	osimertinib	7.47625e-11	0.0350120496436078	0.000425047108320011
HTS001_DS7-2	J12	DS7	osimertinib	1.86875e-11	0.0351988299677708	0.000381080994153858
HTS001_DS7-2	J13	DS7	rociletinib	3.96875e-06	-0.00900518130425106	0.000968761194320775
HTS001_DS7-2	J14	DS7	rociletinib	9.92125e-07	0.00363147426805568	0.000314666417523692
HTS001_DS7-2	J15	DS7	rociletinib	2.48e-07	0.0121184573252406	0.00058339286356934
HTS001_DS7-2	J16	DS7	rociletinib	6.20125e-08	0.0250074750553857	0.000327861752857105
HTS001_DS7-2	J17	DS7	rociletinib	1.55e-08	0.0305107314847811	0.000400824211434546
HTS001_DS7-2	J18	DS7	rociletinib	3.72e-09	0.0338683984827806	0.00040462595740163
HTS001_DS7-2	J19	DS7	rociletinib	1.246e-09	0.0364358618209079	0.000435767032347409
HTS001_DS7-2	J20	DS7	rociletinib	3.0525e-10	0.0340107908579781	0.000402131310297717
HTS001_DS7-2	J21	DS7	rociletinib	7.47625e-11	0.0342994345240784	0.000393092745566705
HTS001_DS7-2	J22	DS7	rociletinib	1.86875e-11	0.0345550118586487	0.000439284779511756
HTS001_DS7-2	J23	DS7			0.0400397254631174	0.000587633479447418
HTS001_DS7-2	K2	DS7			0.0405319297373718	0.000732400972274927
HTS001_DS7-2	K3	DS7	lapatinib	3.96875e-06	0.0113961802986982	0.00118006062820986
HTS001_DS7-2	K4	DS7	lapatinib	9.92125e-07	0.0120292198591771	0.000744308847905179
HTS001_DS7-2	K5	DS7	lapatinib	2.48e-07	0.0314234188431069	0.000515957854622792
HTS001_DS7-2	K6	DS7	lapatinib	6.20125e-08	0.0393511863327547	0.000538494112506764
HTS001_DS7-2	K7	DS7	lapatinib	1.55e-08	0.0362424453597285	0.000350333845323633
HTS001_DS7-2	K8	DS7	lapatinib	3.72e-09	0.0402131898585702	0.000622677697693326
HTS001_DS7-2	K9	DS7	lapatinib	1.246e-09	0.0393866124440919	0.000409932426954628
HTS001_DS7-2	K10	DS7	lapatinib	3.0525e-10	0.0387840280127429	0.000438220023837287
HTS001_DS7-2	K11	DS7	lapatinib	7.47625e-11	0.0372800896393105	0.000521726326044494
HTS001_DS7-2	K12	DS7	lapatinib	1.86875e-11	0.036703990146084	0.000505376401460796
HTS001_DS7-2	K13	DS7	afatinib	3.96875e-06	-0.00651750376080547	0.000744382359422265
HTS001_DS7-2	K14	DS7	afatinib	9.92125e-07	0.00728088591776258	0.00109492361971427
HTS001_DS7-2	K15	DS7	afatinib	2.48e-07	0.00235884702055237	0.000371472477040999
HTS001_DS7-2	K16	DS7	afatinib	6.20125e-08	0.0100570364529866	0.00147616522425435
HTS001_DS7-2	K17	DS7	afatinib	1.55e-08	0.00785920256336273	0.00125344746831057
HTS001_DS7-2	K18	DS7	afatinib	3.72e-09	0.00396626439979909	0.000652564973621277
HTS001_DS7-2	K19	DS7	afatinib	1.246e-09	0.0102506818897989	0.000463789084903221
HTS001_DS7-2	K20	DS7	afatinib	3.0525e-10	0.00492497928222766	0.000535518675045041
HTS001_DS7-2	K21	DS7	afatinib	7.47625e-11	0.0160296328341328	0.000482216835608475
HTS001_DS7-2	K22	DS7	afatinib	1.86875e-11	0.0357171223996233	0.00038870638604026
HTS001_DS7-2	K23	DS7			0.0397674281317632	0.000864303628503719
HTS001_DS7-2	L2	DS7			0.0392176359092431	0.000637775020526765
HTS001_DS7-2	L3	DS7	neratinib	3.96875e-06	0.0110908648653549	0.000989386647528623
HTS001_DS7-2	L4	DS7	neratinib	9.92125e-07	-0.00214866278761948	0.000326980716337574
HTS001_DS7-2	L5	DS7	neratinib	2.48e-07	0.0146074873997507	0.000586110214835564
HTS001_DS7-2	L6	DS7	neratinib	6.20125e-08	0.0339650465247308	0.000503703250313969
HTS001_DS7-2	L7	DS7	neratinib	1.55e-08	0.0394278055100494	0.000476715181428484
HTS001_DS7-2	L8	DS7	neratinib	3.72e-09	0.0381846073089226	0.00028718464528955
HTS001_DS7-2	L9	DS7	neratinib	1.246e-09	0.0349863725436289	0.00032323948342875
HTS001_DS7-2	L10	DS7	neratinib	3.0525e-10	0.0368578558952123	0.000258975425603077
HTS001_DS7-2	L11	DS7	neratinib	7.47625e-11	0.0339899928125306	0.000374361027636972
HTS001_DS7-2	L12	DS7	neratinib	1.86875e-11	0.0335027668019366	0.000547349874140853
HTS001_DS7-2	L13	DS7	trametinib	3.96875e-07	0.0102270353122672	0.000989274134295086
HTS001_DS7-2	L14	DS7	trametinib	9.92125e-08	0.0124025573409992	0.00130964247052193
HTS001_DS7-2	L15	DS7	trametinib	2.48e-08	0.0237113136081441	0.000815948589944307
HTS001_DS7-2	L16	DS7	trametinib	6.20125e-09	0.032212917515039	0.00050041817257996
HTS001_DS7-2	L17	DS7	trametinib	1.55e-09	0.0364707260150258	0.000420874279581717
HTS001_DS7-2	L18	DS7	trametinib	3.72e-10	0.0395292840018839	0.000442528209506609
HTS001_DS7-2	L19	DS7	trametinib	1.246e-10	0.0379449937569452	0.000468043698858964
HTS001_DS7-2	L20	DS7	trametinib	3.0525e-11	0.0406141325046177	0.00056602619362259
HTS001_DS7-2	L21	DS7	trametinib	7.47625e-12	0.0349599328125282	0.000450920083900122
HTS001_DS7-2	L22	DS7	trametinib	1.86875e-12	0.0399010557591645	0.000541474020742646
HTS001_DS7-2	L23	DS7			0.0389278855843102	0.000620459125460258
HTS001_DS7-2	M2	DS7			0.0384842095153452	0.000514385795264237
HTS001_DS7-2	M3	DS7	seliciclib	3.96875e-06	0.041252019973512	0.00064469954444648
HTS001_DS7-2	M4	DS7	seliciclib	9.92125e-07	0.03914451884813	0.000444297324719352
HTS001_DS7-2	M5	DS7	seliciclib	2.48e-07	0.0390256159164303	0.000416289531736426
HTS001_DS7-2	M6	DS7	seliciclib	6.20125e-08	0.0340625216408227	0.000484933059721885
HTS001_DS7-2	M7	DS7	seliciclib	1.55e-08	0.0354662196821516	0.00037208505936729
